company,ticker,fiscal_year,metric,value,unit,source_file,source_section,source_quote,confidence
Intel,INTC,2022,revenue,63054000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax; context=i62d01ac524414bc6817507f65831f4e4_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNTMvZnJhZzo2ZmU2MTU2YjJkNjE0MTkzYjU1OTlmYzRjZjY1NTM4NS90YWJsZTo2OWI1M2M4ZTY4Njc0OTBkOWQ1MzBhYzI1MWFhNTAyZC90YWJsZXJhbmdlOjY5YjUzYzhlNjg2NzQ5MGQ5ZDUzMGFjMjUxYWE1MDJkXzEtMi0xLTEtNTMyMDM1_8f9c15bc-9f30-4964-b8c3-201759438e68,"Net revenue $ 63,054 $ 79,024 $ 77,867",high
Intel,INTC,2022,gross_profit,26866000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:GrossProfit; context=i62d01ac524414bc6817507f65831f4e4_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNTMvZnJhZzo2ZmU2MTU2YjJkNjE0MTkzYjU1OTlmYzRjZjY1NTM4NS90YWJsZTo2OWI1M2M4ZTY4Njc0OTBkOWQ1MzBhYzI1MWFhNTAyZC90YWJsZXJhbmdlOjY5YjUzYzhlNjg2NzQ5MGQ5ZDUzMGFjMjUxYWE1MDJkXzMtMi0xLTEtNTMyMDM1_d3feaabc-1ae5-4419-80c5-f26d2f8a56e3,"Gross margin 26,866 43,815 43,612",high
Intel,INTC,2022,operating_income,2334000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:OperatingIncomeLoss; context=i62d01ac524414bc6817507f65831f4e4_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNTMvZnJhZzo2ZmU2MTU2YjJkNjE0MTkzYjU1OTlmYzRjZjY1NTM4NS90YWJsZTo2OWI1M2M4ZTY4Njc0OTBkOWQ1MzBhYzI1MWFhNTAyZC90YWJsZXJhbmdlOjY5YjUzYzhlNjg2NzQ5MGQ5ZDUzMGFjMjUxYWE1MDJkXzktMi0xLTEtNTMyMDM1_1948eb33-5593-4851-92a9-786f0f8be816,"Operating income 2,334 19,456 23,678",high
Intel,INTC,2022,net_income,8014000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:NetIncomeLoss; context=i62d01ac524414bc6817507f65831f4e4_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNTMvZnJhZzo2ZmU2MTU2YjJkNjE0MTkzYjU1OTlmYzRjZjY1NTM4NS90YWJsZTo2OWI1M2M4ZTY4Njc0OTBkOWQ1MzBhYzI1MWFhNTAyZC90YWJsZXJhbmdlOjY5YjUzYzhlNjg2NzQ5MGQ5ZDUzMGFjMjUxYWE1MDJkXzE2LTItMS0xLTU1MjA3NQ_b20efed1-1e2e-4be6-8128-38ca93d02994,"Net income attributable to Intel $ 8,014 $ 19,868 $ 20,899",high
Intel,INTC,2022,total_assets,182103000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:Assets; context=i45d711c950914abb99b67c50fe28c1fc_I20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNTkvZnJhZzoxM2NiNjE5NjQ3Zjk0NjFmOWJlMTlmODAzYmUwMGFjMy90YWJsZTo1NDVjYmE0OGJjYTc0OGU4YTRjMzhiNGI1MzA1NDAxYi90YWJsZXJhbmdlOjU0NWNiYTQ4YmNhNzQ4ZThhNGMzOGI0YjUzMDU0MDFiXzE5LTItMS0xLTUzMjAzNQ_97af05e6-245f-45c2-9f9b-6073362e6abe,"Total assets $ 182,103 $ 168,406",high
Intel,INTC,2022,stockholders_equity,101423000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:StockholdersEquity; context=i45d711c950914abb99b67c50fe28c1fc_I20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNTkvZnJhZzoxM2NiNjE5NjQ3Zjk0NjFmOWJlMTlmODAzYmUwMGFjMy90YWJsZTo1NDVjYmE0OGJjYTc0OGU4YTRjMzhiNGI1MzA1NDAxYi90YWJsZXJhbmdlOjU0NWNiYTQ4YmNhNzQ4ZThhNGMzOGI0YjUzMDU0MDFiXzQ0LTItMS0xLTU0OTI4Nw_b3daf375-147d-4ec6-8a8b-d0e8b125d7a2,"Total Intel stockholders' equity 101,423 95,391",high
Intel,INTC,2022,operating_cash_flow,15433000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=i62d01ac524414bc6817507f65831f4e4_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNjUvZnJhZzo4NGM2NzAyNzhmMTg0OWVjOWM1NGQ5MDg2NDM4ZTc0Ni90YWJsZTo2Y2E1OTQxZDA0OWM0YmU3OTcyOGIwMmQ3Y2I0YmUyZC90YWJsZXJhbmdlOjZjYTU5NDFkMDQ5YzRiZTc5NzI4YjAyZDdjYjRiZTJkXzIzLTItMS0xLTUzMjAzNQ_934339fc-553c-4d85-adcf-8658c39df612,"Net cash provided by operating activities 15,433 29,456 35,864",high
Intel,INTC,2022,capital_expenditures,24844000000,USD,data/filings/INTC_2022_10K.htm,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment; context=i62d01ac524414bc6817507f65831f4e4_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhhYWE3YjRkYmQyZTQxOWNhMGY1YzMwYWY4NWExMWFhL3NlYzo4YWFhN2I0ZGJkMmU0MTljYTBmNWMzMGFmODVhMTFhYV8yNjUvZnJhZzo4NGM2NzAyNzhmMTg0OWVjOWM1NGQ5MDg2NDM4ZTc0Ni90YWJsZTo2Y2E1OTQxZDA0OWM0YmU3OTcyOGIwMmQ3Y2I0YmUyZC90YWJsZXJhbmdlOjZjYTU5NDFkMDQ5YzRiZTc5NzI4YjAyZDdjYjRiZTJkXzI1LTItMS0xLTUzMjAzNQ_b6ddae06-a93d-44b5-9eff-1fcdce89fd98,"Additions to property, plant and equipment ( 24,844 ) ( 18,733 ) ( 14,259 )",high
Intel,INTC,2023,revenue,54228000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax; context=c-1; fact_id=f-44,"Net revenue $ 54,228 $ 63,054 $ 79,024",high
Intel,INTC,2023,gross_profit,21711000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:GrossProfit; context=c-1; fact_id=f-50,"Gross margin 21,711 26,866 43,815",high
Intel,INTC,2023,operating_income,93000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:OperatingIncomeLoss; context=c-1; fact_id=f-65,"Operating income 93 2,334 19,456",high
Intel,INTC,2023,net_income,1689000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:NetIncomeLoss; context=c-1; fact_id=f-86,"Net income attributable to Intel $ 1,689 $ 8,014 $ 19,868",high
Intel,INTC,2023,total_assets,191572000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:Assets; context=c-7; fact_id=f-147,"Total assets $ 191,572 $ 182,103",high
Intel,INTC,2023,stockholders_equity,105590000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:StockholdersEquity; context=c-7; fact_id=f-175,"Total Intel stockholders' equity 105,590 101,423",high
Intel,INTC,2023,operating_cash_flow,11471000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=c-1; fact_id=f-245,"Net cash provided by operating activities 11,471 15,433 29,456",high
Intel,INTC,2023,capital_expenditures,25750000000,USD,data/filings/INTC_2023_10K.htm,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment; context=c-1; fact_id=f-248,"Additions to property, plant, and equipment ( 25,750 ) ( 24,844 ) ( 18,733 )",high
Intel,INTC,2024,revenue,53101000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax; context=c-1; fact_id=f-58,"Net revenue $ 53,101 $ 54,228 $ 63,054",high
Intel,INTC,2024,gross_profit,17345000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:GrossProfit; context=c-1; fact_id=f-64,"Gross margin 17,345 21,711 26,866",high
Intel,INTC,2024,operating_income,-11678000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:OperatingIncomeLoss; context=c-1; fact_id=f-79,"Operating income (loss) ( 11,678 ) 93 2,334",high
Intel,INTC,2024,net_income,-18756000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:NetIncomeLoss; context=c-1; fact_id=f-100,"Net income (loss) attributable to Intel $ ( 18,756 ) $ 1,689 $ 8,014",high
Intel,INTC,2024,total_assets,196485000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:Assets; context=c-7; fact_id=f-162,"Total assets $ 196,485 $ 191,572",high
Intel,INTC,2024,stockholders_equity,99270000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:StockholdersEquity; context=c-7; fact_id=f-190,"Total Intel stockholders' equity 99,270 105,590",high
Intel,INTC,2024,operating_cash_flow,8288000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=c-1; fact_id=f-263,"Net cash provided by (used for) operating activities 8,288 11,471 15,433",high
Intel,INTC,2024,capital_expenditures,23944000000,USD,data/filings/INTC_2024_10K.htm,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment; context=c-1; fact_id=f-266,"Additions to property, plant, and equipment ( 23,944 ) ( 25,750 ) ( 24,844 )",high
